image_name,object,x_cen,y_cen,w,h
\agri_0_2792.jpeg,0,0.8125,0.641602,0.113281,0.083984
\agri_0_2792.jpeg,0,0.598633,0.361328,0.076172,0.082031
\agri_0_2792.jpeg,0,0.77832,0.43457,0.052734,0.052734
\agri_0_2792.jpeg,0,0.755859,0.279297,0.074219,0.078125
\agri_0_2792.jpeg,0,0.763672,0.162109,0.066406,0.074219
\agri_0_2792.jpeg,0,0.087891,0.286133,0.078125,0.091797
\agri_0_2792.jpeg,0,0.195312,0.123047,0.15625,0.105469
\agri_0_2792.jpeg,0,0.15918,0.62207,0.189453,0.212891
\agri_0_2792.jpeg,0,0.238281,0.78125,0.101562,0.078125
\agri_0_2792.jpeg,0,0.367188,0.748047,0.144531,0.09375
\agri_0_2792.jpeg,0,0.696289,0.806641,0.212891,0.101562
\agri_0_2792.jpeg,0,0.634766,0.046875,0.101562,0.089844
\agri_0_2807.jpeg,1,0.445312,0.541016,0.390625,0.394531
\agri_0_2808.jpeg,0,0.513672,0.495117,0.933594,0.810547
\agri_0_2812.jpeg,1,0.508789,0.561523,0.982422,0.681641
\agri_0_2825.jpeg,1,0.381836,0.826172,0.466797,0.296875
\agri_0_2825.jpeg,1,0.212891,0.4375,0.363281,0.308594
\agri_0_2825.jpeg,1,0.744141,0.388672,0.351562,0.410156
\agri_0_2835.jpeg,0,0.600586,0.128906,0.169922,0.132812
\agri_0_2835.jpeg,0,0.923828,0.118164,0.152344,0.115234
\agri_0_2835.jpeg,0,0.616211,0.349609,0.091797,0.082031
\agri_0_2835.jpeg,0,0.308594,0.305664,0.066406,0.080078
\agri_0_2835.jpeg,0,0.313477,0.447266,0.060547,0.042969
\agri_0_2835.jpeg,0,0.568359,0.511719,0.0625,0.078125
\agri_0_2835.jpeg,0,0.782227,0.664062,0.138672,0.140625
\agri_0_2835.jpeg,0,0.802734,0.858398,0.117188,0.166016
\agri_0_2835.jpeg,0,0.612305,0.821289,0.064453,0.060547
\agri_0_2835.jpeg,0,0.101562,0.604492,0.078125,0.064453
\agri_0_2835.jpeg,0,0.743164,0.480469,0.056641,0.058594
\agri_0_2854.jpeg,0,0.53125,0.445312,0.785156,0.878906
\agri_0_2861.jpeg,1,0.600586,0.525391,0.447266,0.683594
\agri_0_2863.jpeg,1,0.319336,0.280273,0.435547,0.470703
\agri_0_2863.jpeg,1,0.87207,0.319336,0.228516,0.416016
\agri_0_2873.jpeg,0,0.494141,0.482422,0.769531,0.859375
\agri_0_2876.jpeg,1,0.545898,0.598633,0.701172,0.638672
\agri_0_2894.jpeg,0,0.499023,0.505859,0.994141,0.96875
\agri_0_2895.jpeg,1,0.523438,0.615234,0.75,0.742188
\agri_0_2901.jpeg,1,0.673828,0.279297,0.371094,0.453125
\agri_0_2901.jpeg,1,0.908203,0.640625,0.183594,0.390625
\agri_0_2901.jpeg,1,0.109375,0.310547,0.195312,0.359375
\agri_0_2906.jpeg,0,0.464844,0.431641,0.851562,0.625
\agri_0_2906.jpeg,0,0.712891,0.837891,0.363281,0.324219
\agri_0_2915.jpeg,0,0.572266,0.329102,0.789062,0.525391
\agri_0_2915.jpeg,0,0.584961,0.726562,0.724609,0.371094
\agri_0_2923.jpeg,0,0.474609,0.485352,0.898438,0.880859
\agri_0_2927.jpeg,1,0.466797,0.532227,0.679688,0.517578
\agri_0_2951.jpeg,1,0.563477,0.511719,0.873047,0.773438
\agri_0_2964.jpeg,0,0.519531,0.503906,0.890625,0.992188
\agri_0_2971.jpeg,0,0.589844,0.178711,0.066406,0.060547
\agri_0_2971.jpeg,0,0.129883,0.31543,0.166016,0.119141
\agri_0_2971.jpeg,0,0.212891,0.131836,0.101562,0.083984
\agri_0_2971.jpeg,0,0.332031,0.53418,0.101562,0.154297
\agri_0_2971.jpeg,0,0.564453,0.481445,0.09375,0.060547
\agri_0_2971.jpeg,0,0.669922,0.40332,0.082031,0.068359
\agri_0_2971.jpeg,0,0.723633,0.549805,0.107422,0.099609
\agri_0_2971.jpeg,0,0.330078,0.836914,0.105469,0.197266
\agri_0_2971.jpeg,0,0.527344,0.68457,0.070312,0.056641
\agri_0_2971.jpeg,0,0.099609,0.578125,0.097656,0.125
\agri_0_2971.jpeg,0,0.885742,0.421875,0.064453,0.066406
\agri_0_299.jpeg,1,0.541016,0.524414,0.328125,0.705078
\agri_0_2997.jpeg,0,0.470703,0.476562,0.917969,0.808594
\agri_0_2997.jpeg,0,0.541016,0.753906,0.914062,0.492188
\agri_0_2999.jpeg,1,0.527344,0.508789,0.769531,0.541016
\agri_0_3.jpeg,0,0.478516,0.560547,0.847656,0.625
\agri_0_3008.jpeg,0,0.498047,0.461914,0.964844,0.654297
\agri_0_301.jpeg,0,0.516602,0.52832,0.966797,0.646484
\agri_0_301.jpeg,0,0.164062,0.103516,0.324219,0.199219
\agri_0_3014.jpeg,1,0.457031,0.541992,0.324219,0.267578
\agri_0_3014.jpeg,1,0.235352,0.199219,0.435547,0.28125
\agri_0_3014.jpeg,1,0.146484,0.925781,0.269531,0.148438
\agri_0_3022.jpeg,0,0.482422,0.509766,0.753906,0.980469
\agri_0_3023.jpeg,1,0.540039,0.496094,0.759766,0.535156
\agri_0_3039.jpeg,0,0.479492,0.543945,0.822266,0.673828
\agri_0_3039.jpeg,0,0.731445,0.795898,0.525391,0.408203
\agri_0_3045.jpeg,1,0.492188,0.464844,0.765625,0.625
\agri_0_3045.jpeg,1,0.834961,0.848633,0.330078,0.232422
\agri_0_3054.jpeg,1,0.47168,0.629883,0.763672,0.740234
\agri_0_3057.jpeg,1,0.564453,0.384766,0.730469,0.609375
\agri_0_3061.jpeg,0,0.708984,0.505859,0.070312,0.058594
\agri_0_3061.jpeg,0,0.310547,0.503906,0.140625,0.0625
\agri_0_3061.jpeg,0,0.31543,0.658203,0.130859,0.089844
\agri_0_3061.jpeg,0,0.357422,0.841797,0.070312,0.066406
\agri_0_3061.jpeg,0,0.556641,0.886719,0.058594,0.054688
\agri_0_3061.jpeg,0,0.732422,0.735352,0.066406,0.072266
\agri_0_3061.jpeg,0,0.291016,0.195312,0.128906,0.179688
\agri_0_3061.jpeg,0,0.112305,0.232422,0.138672,0.175781
\agri_0_3061.jpeg,0,0.713867,0.137695,0.126953,0.064453
\agri_0_3061.jpeg,0,0.575195,0.18457,0.064453,0.052734
\agri_0_3074.jpeg,0,0.504883,0.515625,0.990234,0.964844
\agri_0_3075.jpeg,0,0.50293,0.522461,0.888672,0.955078
\agri_0_3077.jpeg,1,0.482422,0.511719,0.667969,0.664062
\agri_0_3081.jpeg,1,0.599609,0.582031,0.59375,0.238281
\agri_0_3081.jpeg,1,0.373047,0.875,0.253906,0.25
\agri_0_3081.jpeg,1,0.142578,0.489258,0.28125,0.259766
\agri_0_3081.jpeg,1,0.304688,0.116211,0.203125,0.146484
\agri_0_3081.jpeg,1,0.121094,0.729492,0.238281,0.189453
\agri_0_3088.jpeg,0,0.550781,0.588867,0.671875,0.822266
\agri_0_3093.jpeg,0,0.499023,0.630859,0.716797,0.738281
\agri_0_3100.jpeg,1,0.496094,0.50293,0.761719,0.849609
\agri_0_3116.jpeg,1,0.448242,0.566406,0.728516,0.425781
\agri_0_3129.jpeg,1,0.523438,0.568359,0.820312,0.714844
\agri_0_3136.jpeg,1,0.532227,0.550781,0.517578,0.441406
\agri_0_3143.jpeg,1,0.540039,0.491211,0.564453,0.369141
\agri_0_3152.jpeg,0,0.541992,0.347656,0.912109,0.460938
\agri_0_3156.jpeg,1,0.439453,0.457031,0.355469,0.285156
\agri_0_3160.jpeg,0,0.541992,0.426758,0.310547,0.298828
\agri_0_3160.jpeg,0,0.151367,0.458984,0.298828,0.410156
\agri_0_318.jpeg,0,0.288086,0.491211,0.572266,0.544922
\agri_0_318.jpeg,0,0.769531,0.535156,0.460938,0.53125
\agri_0_3186.jpeg,1,0.494141,0.53125,0.964844,0.78125
\agri_0_3198.jpeg,1,0.553711,0.539062,0.349609,0.8125
\agri_0_3200.jpeg,0,0.415039,0.551758,0.810547,0.896484
\agri_0_3203.jpeg,0,0.612305,0.498047,0.486328,0.800781
\agri_0_3213.jpeg,1,0.543945,0.537109,0.201172,0.316406
\agri_0_3213.jpeg,1,0.15625,0.360352,0.289062,0.333984
\agri_0_3213.jpeg,1,0.789062,0.836914,0.203125,0.189453
\agri_0_3226.jpeg,0,0.513672,0.544922,0.46875,0.429688
\agri_0_3228.jpeg,1,0.451172,0.662109,0.6875,0.675781
\agri_0_3229.jpeg,0,0.456055,0.594727,0.560547,0.525391
\agri_0_3229.jpeg,0,0.835938,0.313477,0.328125,0.486328
\agri_0_3230.jpeg,0,0.491211,0.599609,0.904297,0.726562
\agri_0_3231.jpeg,1,0.426758,0.479492,0.806641,0.521484
\agri_0_3233.jpeg,0,0.474609,0.524414,0.902344,0.669922
\agri_0_3234.jpeg,1,0.75293,0.708008,0.466797,0.560547
\agri_0_3247.jpeg,0,0.535156,0.362305,0.75,0.568359
\agri_0_3247.jpeg,0,0.530273,0.702148,0.244141,0.169922
\agri_0_3259.jpeg,1,0.443359,0.498047,0.839844,0.757812
\agri_0_326.jpeg,0,0.507812,0.458008,0.789062,0.740234
\agri_0_3260.jpeg,0,0.444336,0.442383,0.751953,0.427734
\agri_0_3276.jpeg,0,0.394531,0.517578,0.621094,0.921875
\agri_0_3278.jpeg,1,0.52832,0.425781,0.701172,0.570312
\agri_0_3282.jpeg,1,0.501953,0.46875,0.988281,0.921875
\agri_0_3283.jpeg,0,0.488281,0.492188,0.847656,0.886719
\agri_0_3284.jpeg,0,0.486328,0.53125,0.875,0.914062
\agri_0_3289.jpeg,1,0.78418,0.605469,0.369141,0.335938
\agri_0_3289.jpeg,1,0.601562,0.183594,0.433594,0.285156
\agri_0_3289.jpeg,1,0.230469,0.568359,0.300781,0.429688
\agri_0_3290.jpeg,0,0.458984,0.483398,0.855469,0.888672
\agri_0_3328.jpeg,1,0.451172,0.611328,0.898438,0.625
\agri_0_3328.jpeg,1,0.842773,0.207031,0.287109,0.15625
\agri_0_333.jpeg,0,0.500977,0.551758,0.673828,0.896484
\agri_0_3331.jpeg,0,0.556641,0.579102,0.769531,0.720703
\agri_0_3346.jpeg,1,0.490234,0.501953,0.832031,0.476562
\agri_0_3374.jpeg,1,0.605469,0.834961,0.4375,0.330078
\agri_0_3374.jpeg,1,0.768555,0.423828,0.400391,0.332031
\agri_0_3374.jpeg,1,0.300781,0.410156,0.355469,0.375
\agri_0_3378.jpeg,0,0.404297,0.397461,0.742188,0.763672
\agri_0_3378.jpeg,0,0.729492,0.705078,0.529297,0.589844
\agri_0_3379.jpeg,1,0.475586,0.374023,0.908203,0.736328
\agri_0_3388.jpeg,1,0.508789,0.525391,0.607422,0.46875
\agri_0_3394.jpeg,1,0.503906,0.416992,0.691406,0.685547
\agri_0_3398.jpeg,1,0.444336,0.537109,0.748047,0.761719
\agri_0_3403.jpeg,0,0.478516,0.485352,0.789062,0.955078
\agri_0_3404.jpeg,1,0.607422,0.485352,0.207031,0.298828
\agri_0_3404.jpeg,1,0.204102,0.639648,0.236328,0.337891
\agri_0_3412.jpeg,1,0.505859,0.385742,0.660156,0.548828
\agri_0_3414.jpeg,0,0.500977,0.509766,0.830078,0.980469
\agri_0_3423.jpeg,1,0.583984,0.541016,0.703125,0.621094
\agri_0_3439.jpeg,0,0.555664,0.408203,0.095703,0.089844
\agri_0_3439.jpeg,0,0.436523,0.273438,0.123047,0.128906
\agri_0_3439.jpeg,0,0.666992,0.235352,0.068359,0.087891
\agri_0_3439.jpeg,0,0.769531,0.505859,0.070312,0.078125
\agri_0_3439.jpeg,0,0.744141,0.617188,0.085938,0.058594
\agri_0_3439.jpeg,0,0.466797,0.626953,0.078125,0.105469
\agri_0_3439.jpeg,0,0.378906,0.524414,0.078125,0.130859
\agri_0_3439.jpeg,0,0.230469,0.566406,0.15625,0.175781
\agri_0_3439.jpeg,0,0.361328,0.832031,0.132812,0.191406
\agri_0_3439.jpeg,0,0.169922,0.851562,0.125,0.078125
\agri_0_3439.jpeg,0,0.194336,0.755859,0.076172,0.066406
\agri_0_3442.jpeg,1,0.606445,0.500977,0.189453,0.283203
\agri_0_3442.jpeg,1,0.209961,0.356445,0.224609,0.326172
\agri_0_3468.jpeg,0,0.335938,0.337891,0.632812,0.574219
\agri_0_3468.jpeg,0,0.62207,0.65332,0.755859,0.634766
\agri_0_347.jpeg,1,0.514648,0.441406,0.861328,0.671875
\agri_0_3471.jpeg,0,0.451172,0.361328,0.769531,0.519531
\agri_0_3471.jpeg,0,0.480469,0.705078,0.230469,0.210938
\agri_0_3473.jpeg,1,0.572266,0.451172,0.792969,0.898438
\agri_0_3480.jpeg,0,0.524414,0.53125,0.767578,0.855469
\agri_0_3492.jpeg,1,0.522461,0.475586,0.716797,0.623047
\agri_0_3492.jpeg,1,0.176758,0.860352,0.349609,0.279297
\agri_0_3500.jpeg,0,0.436523,0.453125,0.861328,0.679688
\agri_0_3509.jpeg,0,0.523438,0.600586,0.929688,0.732422
\agri_0_3514.jpeg,1,0.546875,0.519531,0.175781,0.292969
\agri_0_3514.jpeg,1,0.157227,0.336914,0.287109,0.294922
\agri_0_352.jpeg,1,0.5,0.506836,0.597656,0.455078
\agri_0_352.jpeg,1,0.266602,0.894531,0.177734,0.199219
\agri_0_3530.jpeg,0,0.463867,0.495117,0.755859,0.638672
\agri_0_3534.jpeg,1,0.40918,0.608398,0.404297,0.392578
\agri_0_3535.jpeg,1,0.396484,0.55957,0.421875,0.591797
\agri_0_3536.jpeg,1,0.485352,0.517578,0.900391,0.691406
\agri_0_3555.jpeg,0,0.567383,0.572266,0.755859,0.710938
\agri_0_3556.jpeg,1,0.572266,0.466797,0.394531,0.449219
\agri_0_3564.jpeg,1,0.492188,0.40918,0.667969,0.560547
\agri_0_3569.jpeg,0,0.316406,0.516602,0.605469,0.693359
\agri_0_3569.jpeg,0,0.739258,0.626953,0.521484,0.636719
\agri_0_357.jpeg,1,0.477539,0.533203,0.451172,0.738281
\agri_0_3573.jpeg,1,0.495117,0.447266,0.482422,0.652344
\agri_0_3577.jpeg,0,0.552734,0.551758,0.71875,0.365234
\agri_0_3577.jpeg,0,0.741211,0.133789,0.416016,0.263672
\agri_0_3592.jpeg,1,0.469727,0.482422,0.451172,0.402344
\agri_0_3603.jpeg,1,0.478516,0.424805,0.605469,0.630859
\agri_0_3604.jpeg,0,0.667969,0.338867,0.664062,0.533203
\agri_0_3604.jpeg,0,0.447266,0.554688,0.632812,0.453125
\agri_0_3607.jpeg,1,0.649414,0.491211,0.291016,0.556641
\agri_0_3613.jpeg,0,0.493164,0.381836,0.505859,0.294922
\agri_0_3647.jpeg,1,0.510742,0.499023,0.197266,0.189453
\agri_0_3647.jpeg,1,0.608398,0.142578,0.169922,0.214844
\agri_0_3648.jpeg,1,0.516602,0.476562,0.806641,0.429688
\agri_0_3657.jpeg,0,0.574219,0.540039,0.765625,0.919922
\agri_0_3666.jpeg,1,0.50293,0.493164,0.580078,0.498047
\agri_0_3667.jpeg,1,0.514648,0.489258,0.888672,0.669922
\agri_0_3669.jpeg,1,0.537109,0.460938,0.898438,0.511719
\agri_0_3679.jpeg,1,0.509766,0.488281,0.566406,0.484375
\agri_0_3680.jpeg,1,0.504883,0.344727,0.751953,0.623047
\agri_0_3682.jpeg,1,0.483398,0.572266,0.900391,0.757812
\agri_0_3690.jpeg,1,0.496094,0.645508,0.988281,0.708984
\agri_0_3703.jpeg,1,0.504883,0.563477,0.779297,0.544922
\agri_0_3703.jpeg,1,0.180664,0.142578,0.357422,0.28125
\agri_0_3706.jpeg,0,0.474609,0.487305,0.660156,0.677734
\agri_0_372.jpeg,0,0.458008,0.523438,0.763672,0.597656
\agri_0_372.jpeg,0,0.623047,0.894531,0.574219,0.203125
\agri_0_3720.jpeg,0,0.657227,0.49707,0.076172,0.060547
\agri_0_3720.jpeg,0,0.725586,0.367188,0.076172,0.0625
\agri_0_3720.jpeg,0,0.670898,0.421875,0.072266,0.066406
\agri_0_3720.jpeg,0,0.665039,0.179688,0.095703,0.203125
\agri_0_3720.jpeg,0,0.273438,0.450195,0.113281,0.095703
\agri_0_3720.jpeg,0,0.323242,0.594727,0.080078,0.064453
\agri_0_3720.jpeg,0,0.428711,0.521484,0.087891,0.054688
\agri_0_3720.jpeg,0,0.116211,0.577148,0.060547,0.052734
\agri_0_3720.jpeg,0,0.871094,0.683594,0.164062,0.140625
\agri_0_3720.jpeg,0,0.928711,0.435547,0.142578,0.113281
\agri_0_3736.jpeg,0,0.514648,0.535156,0.943359,0.921875
\agri_0_3736.jpeg,0,0.6875,0.301758,0.625,0.587891
\agri_0_3741.jpeg,0,0.519531,0.492188,0.925781,0.804688
\agri_0_3744.jpeg,1,0.453125,0.556641,0.699219,0.535156
\agri_0_3746.jpeg,0,0.567383,0.55957,0.791016,0.708984
\agri_0_3748.jpeg,0,0.498047,0.511719,0.769531,0.953125
\agri_0_3752.jpeg,1,0.503906,0.651367,0.785156,0.607422
\agri_0_3756.jpeg,1,0.506836,0.553711,0.939453,0.607422
\agri_0_376.jpeg,0,0.518555,0.501953,0.806641,0.820312
\agri_0_376.jpeg,0,0.836914,0.27832,0.322266,0.462891
\agri_0_377.jpeg,1,0.15625,0.362305,0.308594,0.376953
\agri_0_377.jpeg,1,0.59668,0.529297,0.349609,0.316406
\agri_0_3778.jpeg,0,0.558594,0.582031,0.371094,0.433594
\agri_0_3796.jpeg,1,0.790039,0.426758,0.376953,0.396484
\agri_0_3796.jpeg,1,0.618164,0.824219,0.439453,0.292969
\agri_0_3796.jpeg,1,0.285156,0.360352,0.378906,0.318359
\agri_0_3797.jpeg,1,0.34082,0.511719,0.662109,0.570312
\agri_0_3797.jpeg,1,0.860352,0.873047,0.271484,0.253906
\agri_0_3797.jpeg,1,0.8125,0.274414,0.375,0.298828
\agri_0_3805.jpeg,1,0.55957,0.540039,0.388672,0.322266
\agri_0_3807.jpeg,1,0.237305,0.481445,0.189453,0.318359
\agri_0_3807.jpeg,1,0.727539,0.496094,0.322266,0.492188
\agri_0_3820.jpeg,1,0.500977,0.452148,0.919922,0.560547
\agri_0_3820.jpeg,0,0.567383,0.876953,0.615234,0.238281
\agri_0_3823.jpeg,0,0.53125,0.464844,0.648438,0.722656
\agri_0_3823.jpeg,0,0.172852,0.560547,0.337891,0.441406
\agri_0_3828.jpeg,1,0.762695,0.691406,0.458984,0.5
\agri_0_3828.jpeg,1,0.308594,0.263672,0.382812,0.359375
\agri_0_3842.jpeg,1,0.547852,0.415039,0.521484,0.255859
\agri_0_3856.jpeg,1,0.492188,0.480469,0.640625,0.460938
\agri_0_3858.jpeg,1,0.487305,0.520508,0.587891,0.427734
\agri_0_3860.jpeg,1,0.713867,0.587891,0.572266,0.382812
\agri_0_3860.jpeg,1,0.650391,0.193359,0.691406,0.363281
\agri_0_3860.jpeg,1,0.231445,0.682617,0.330078,0.634766
\agri_0_3862.jpeg,0,0.505859,0.49707,0.917969,0.990234
\agri_0_3869.jpeg,0,0.505859,0.517578,0.671875,0.460938
\agri_0_3880.jpeg,1,0.477539,0.505859,0.748047,0.550781
\agri_0_39.jpeg,1,0.570312,0.436523,0.359375,0.388672
\agri_0_39.jpeg,1,0.098633,0.949219,0.193359,0.101562
\agri_0_3900.jpeg,1,0.519531,0.551758,0.851562,0.896484
\agri_0_3913.jpeg,1,0.473633,0.456055,0.677734,0.658203
\agri_0_3914.jpeg,0,0.470703,0.49707,0.886719,0.802734
\agri_0_3925.jpeg,0,0.445312,0.618164,0.792969,0.693359
\agri_0_3925.jpeg,0,0.647461,0.227539,0.677734,0.443359
\agri_0_3928.jpeg,0,0.505859,0.478516,0.679688,0.878906
\agri_0_3943.jpeg,0,0.405273,0.62793,0.462891,0.595703
\agri_0_3943.jpeg,0,0.141602,0.21875,0.279297,0.433594
\agri_0_3944.jpeg,0,0.569336,0.5625,0.861328,0.6875
\agri_0_3949.jpeg,1,0.518555,0.481445,0.791016,0.443359
\agri_0_395.jpeg,1,0.59668,0.472656,0.470703,0.65625
\agri_0_3958.jpeg,0,0.44043,0.588867,0.759766,0.708984
\agri_0_3964.jpeg,0,0.293945,0.273438,0.130859,0.109375
\agri_0_3964.jpeg,0,0.662109,0.19043,0.0625,0.068359
\agri_0_3964.jpeg,0,0.608398,0.331055,0.064453,0.056641
\agri_0_3964.jpeg,0,0.297852,0.419922,0.126953,0.105469
\agri_0_3964.jpeg,0,0.460938,0.381836,0.054688,0.060547
\agri_0_3964.jpeg,0,0.27832,0.623047,0.080078,0.144531
\agri_0_3964.jpeg,0,0.226562,0.817383,0.136719,0.107422
\agri_0_3964.jpeg,0,0.825195,0.556641,0.064453,0.085938
\agri_0_3964.jpeg,0,0.723633,0.856445,0.083984,0.064453
\agri_0_3964.jpeg,0,0.099609,0.529297,0.105469,0.082031
\agri_0_3964.jpeg,0,0.111328,0.740234,0.078125,0.066406
\agri_0_3964.jpeg,0,0.145508,0.65332,0.056641,0.072266
\agri_0_3966.jpeg,0,0.461914,0.507812,0.865234,0.984375
\agri_0_3971.jpeg,0,0.503906,0.501953,0.851562,0.996094
\agri_0_3983.jpeg,0,0.494141,0.495117,0.878906,0.580078
\agri_0_3985.jpeg,1,0.532227,0.537109,0.517578,0.40625
\agri_0_3989.jpeg,1,0.458008,0.566406,0.677734,0.585938
\agri_0_3990.jpeg,1,0.429688,0.395508,0.648438,0.603516
\agri_0_3992.jpeg,1,0.523438,0.511719,0.703125,0.507812
\agri_0_3993.jpeg,0,0.469727,0.49707,0.748047,0.638672
\agri_0_3995.jpeg,0,0.485352,0.486328,0.896484,0.480469
\agri_0_4002.jpeg,0,0.407227,0.555664,0.130859,0.220703
\agri_0_4002.jpeg,0,0.208008,0.841797,0.115234,0.21875
\agri_0_4002.jpeg,0,0.943359,0.611328,0.085938,0.308594
\agri_0_4002.jpeg,0,0.666992,0.873047,0.052734,0.0625
\agri_0_4002.jpeg,0,0.664062,0.714844,0.078125,0.066406
\agri_0_4002.jpeg,0,0.176758,0.140625,0.095703,0.226562
\agri_0_4002.jpeg,0,0.505859,0.126953,0.121094,0.121094
\agri_0_4002.jpeg,0,0.197266,0.567383,0.089844,0.095703
\agri_0_4002.jpeg,0,0.65625,0.325195,0.058594,0.111328
\agri_0_4009.jpeg,1,0.452148,0.555664,0.548828,0.494141
\agri_0_401.jpeg,1,0.475586,0.542969,0.798828,0.65625
\agri_0_401.jpeg,1,0.817383,0.145508,0.345703,0.287109
\agri_0_4010.jpeg,1,0.574219,0.474609,0.578125,0.59375
\agri_0_4013.jpeg,1,0.5,0.655273,0.910156,0.619141
\agri_0_4014.jpeg,1,0.556641,0.522461,0.714844,0.576172
\agri_0_4015.jpeg,1,0.463867,0.625,0.548828,0.414062
\agri_0_4016.jpeg,1,0.499023,0.483398,0.814453,0.958984
\agri_0_4017.jpeg,0,0.536133,0.563477,0.927734,0.650391
\agri_0_4019.jpeg,1,0.498047,0.495117,0.621094,0.443359
\agri_0_402.jpeg,0,0.521484,0.59082,0.65625,0.537109
\agri_0_4028.jpeg,1,0.49707,0.513672,0.947266,0.910156
\agri_0_4029.jpeg,1,0.52832,0.548828,0.755859,0.523438
\agri_0_4033.jpeg,0,0.487305,0.490234,0.931641,0.917969
\agri_0_4034.jpeg,0,0.630859,0.533203,0.738281,0.828125
\agri_0_4055.jpeg,1,0.519531,0.511719,0.621094,0.621094
\agri_0_4058.jpeg,0,0.529297,0.4375,0.855469,0.605469
\agri_0_4064.jpeg,1,0.461914,0.469727,0.810547,0.806641
\agri_0_4068.jpeg,1,0.40625,0.472656,0.671875,0.652344
\agri_0_4073.jpeg,1,0.435547,0.512695,0.824219,0.568359
\agri_0_4085.jpeg,1,0.536133,0.578125,0.798828,0.84375
\agri_0_4107.jpeg,1,0.43457,0.560547,0.431641,0.578125
\agri_0_4112.jpeg,0,0.431641,0.494141,0.441406,0.425781
\agri_0_4113.jpeg,0,0.506836,0.541016,0.841797,0.523438
\agri_0_4116.jpeg,0,0.529297,0.484375,0.730469,0.773438
\agri_0_4118.jpeg,1,0.444336,0.587891,0.705078,0.691406
\agri_0_4122.jpeg,1,0.536133,0.532227,0.533203,0.427734
\agri_0_4122.jpeg,1,0.18457,0.154297,0.333984,0.246094
\agri_0_4123.jpeg,0,0.474609,0.501953,0.925781,0.996094
\agri_0_4125.jpeg,0,0.522461,0.451172,0.869141,0.648438
\agri_0_4127.jpeg,1,0.490234,0.458008,0.890625,0.701172
\agri_0_4164.jpeg,1,0.646484,0.481445,0.492188,0.486328
\agri_0_4167.jpeg,0,0.443359,0.570312,0.78125,0.65625
\agri_0_417.jpeg,1,0.507812,0.476562,0.984375,0.65625
\agri_0_4184.jpeg,1,0.367188,0.582031,0.644531,0.394531
\agri_0_4184.jpeg,1,0.193359,0.182617,0.363281,0.349609
\agri_0_4209.jpeg,0,0.504883,0.493164,0.939453,0.818359
\agri_0_4213.jpeg,1,0.50293,0.521484,0.802734,0.441406
\agri_0_4214.jpeg,0,0.46875,0.554688,0.328125,0.363281
\agri_0_4214.jpeg,0,0.102539,0.275391,0.201172,0.542969
\agri_0_4214.jpeg,0,0.572266,0.110352,0.808594,0.212891
\agri_0_4216.jpeg,0,0.442383,0.513672,0.529297,0.8125
\agri_0_4216.jpeg,0,0.894531,0.387695,0.210938,0.626953
\agri_0_4218.jpeg,0,0.535156,0.40625,0.742188,0.601562
\agri_0_4222.jpeg,1,0.647461,0.50293,0.498047,0.498047
\agri_0_4226.jpeg,0,0.46582,0.4375,0.849609,0.640625
\agri_0_4235.jpeg,0,0.761719,0.456055,0.476562,0.521484
\agri_0_4235.jpeg,0,0.301758,0.487305,0.599609,0.615234
\agri_0_4237.jpeg,0,0.513672,0.501953,0.972656,0.976562
\agri_0_4240.jpeg,1,0.641602,0.520508,0.716797,0.572266
\agri_0_4265.jpeg,1,0.560547,0.588867,0.675781,0.638672
\agri_0_4267.jpeg,1,0.43457,0.603516,0.666016,0.625
\agri_0_4273.jpeg,1,0.513672,0.510742,0.574219,0.416016
\agri_0_4273.jpeg,1,0.738281,0.102539,0.132812,0.193359
\agri_0_4276.jpeg,0,0.438477,0.450195,0.763672,0.462891
\agri_0_4276.jpeg,0,0.320312,0.832031,0.597656,0.335938
\agri_0_4300.jpeg,1,0.507812,0.654297,0.773438,0.644531
\agri_0_4301.jpeg,0,0.43457,0.720703,0.138672,0.121094
\agri_0_4301.jpeg,0,0.678711,0.759766,0.080078,0.089844
\agri_0_4301.jpeg,0,0.55957,0.591797,0.087891,0.085938
\agri_0_4301.jpeg,0,0.390625,0.525391,0.113281,0.117188
\agri_0_4301.jpeg,0,0.769531,0.490234,0.082031,0.09375
\agri_0_4301.jpeg,0,0.746094,0.381836,0.089844,0.068359
\agri_0_4301.jpeg,0,0.220703,0.427734,0.171875,0.171875
\agri_0_4301.jpeg,0,0.363281,0.224609,0.113281,0.042969
\agri_0_4301.jpeg,0,0.182617,0.236328,0.099609,0.058594
\agri_0_4301.jpeg,0,0.467773,0.375977,0.087891,0.103516
\agri_0_4301.jpeg,0,0.167969,0.140625,0.125,0.066406
\agri_0_4302.jpeg,1,0.539062,0.595703,0.882812,0.679688
\agri_0_4312.jpeg,1,0.384766,0.537109,0.691406,0.4375
\agri_0_4316.jpeg,1,0.553711,0.641602,0.451172,0.376953
\agri_0_4323.jpeg,0,0.503906,0.477539,0.976562,0.919922
\agri_0_4326.jpeg,1,0.506836,0.523438,0.728516,0.523438
\agri_0_4333.jpeg,1,0.401367,0.673828,0.259766,0.410156
\agri_0_4335.jpeg,1,0.62207,0.472656,0.650391,0.402344
\agri_0_4335.jpeg,1,0.143555,0.341797,0.248047,0.539062
\agri_0_4335.jpeg,1,0.345703,0.115234,0.265625,0.203125
